Owned By Check,Owned Name,Postal,Unique ID,Notes,House Name,MLO/SHELL/IPL,Shell Name,MLO Name,Rental/Mortgage,Downpayment,Total Value or Daily Rent Price,Current Mortgage Remaining,Last Login Date,Property Tax Missed,TBX Only,TBX Cost,Numb,Personal Garage,Shell Yard,Storage Count,Buisness lookup
A8ZBD5GK,Heidi Aura,1073,47117.0,,1073 Procopio Dr,shell,"""deluxe_housing3_k4mb1""",,Sale,"$11,000.00","$220,000.00",PAID OFF,9/7/2025 3:35:46,0,False,,,❌,❌,20,
,,8067,51264.0,,8067 San Andreas Ave Office,shell,"""k4mb1_furnishedoffice5_shell""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
C1KOM237,randy hansen,4002,39220.0,,4002 Grand Senora Desert (SMall Building),shell,"""k4mb1_basement2_shell""",,Sale,"$7,500.00","$150,000.00","$117,562.00",9/16/2025 6:00:30,0,False,,,❌,❌,20,
,,9166,14839.0,,9166 Jamestown St,shell,"""shell_frankaunt""",,Sale,"$24,250.00","$485,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7155,27161.0,,7155 Caesars Place House 2,shell,"""k4_mansion3_shell""",,Sale,"$132,500.00","$2,650,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,35,
,,1079,34369.0,,1079 Bay View Office,shell,"""shell_office1""",,Sale,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1079,98280.0,,1079 Bay View Apt 1,shell,"""k4mb1_motel2_shell""",,Sale,$0.00,"$65,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1079,59119.0,,1079 Bay View APT 2,shell,"""k4mb1_motel1_shell""",,Sale,$0.00,"$65,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1079,22171.0,,1079 Bay View Apt 3,shell,"""k4mb1_motel1_shell""",,Sale,$0.00,"$65,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1079,30015.0,,1079 Bay View Apt 4,shell,"""k4_motel1_shell""",,Sale,$0.00,"$65,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,1079,90012.0,,1079 Bay View Apt 5,shell,"""k4mb1_motel1_shell""",,Sale,$0.00,"$65,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
F48SJ3UI,Bobby Boucher,9040,16367.0,,9040 Car Wash,shell,"""shell_store2""",,Sale,"$12,500.00","$250,000.00","$152,792.00",9/12/2025 0:16:27,0,False,,,❌,❌,20,
MJM0SD00,Vito Andretti,6113,43835.0,"Vito - Forced Switch to MLO, No TBX until next owner",6113 Vinewood Hills,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/16/2025 3:01:22,0,True,40$/mo,$40.00,❌,❌,20,
S940NM9X,Robin Banks,7313,77987.0,,7313 West Mirror Drive House 1,shell,"""medium_housing2_k4mb1""",,Sale,"$37,500.00","$750,000.00","$338,436.00",9/16/2025 1:10:24,0,False,,,❌,❌,20,
OZ19J142,Jean Laflamme,7313,11570.0,,7313 West Mirror Drive House 2,shell,"""shell_medium2""",,Sale,"$41,000.00","$820,000.00","$506,352.00",9/16/2025 4:43:29,0,False,,,❌,❌,20,
DJKGXL2C,Elijah Brown,933,74244.0,,May Fair Night Club,mlo,,,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 5:23:47,0,False,,,❌,❌,20,bar_933
W0RLF0V3,Jaieger Cage,792,26851.0,,792 Digital Den,mlo,,,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/12/2025 21:14:22,0,False,,,❌,❌,20,digital_792
Y68NA381,Silas Skarvald,833,66269.0,,833 LTD & Gas,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/14/2025 22:49:59,0,False,,,❌,❌,20,"ltd_833, gas_833"
,,3006,95459.0,,3006 Warehouse,shell,"""new_garages4_k4mb1""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,35,
ALQRJPKM,Keith Jackson,989,79047.0,,989 Ammunation,mlo,,,Rent,$0.00,"$3,800.00",RENTAL PROPERTY,9/15/2025 7:09:44,0,False,,,❌,❌,20,ammunation_989
,,800,59880.0,,800 Roxwood House A,mlo,,,Rent,$0.00,"$4,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
O3Y8J321,Rogan DeLeon,779,18706.0,,779 Roxwood House A,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/4/2025 17:26:49,0,False,,,❌,❌,20,
CRK75IIO,Jonathon Downs,779,58191.0,,779 Roxwood House B,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/16/2025 6:46:36,0,False,,,❌,❌,20,
,,6003,60154.0,,6003 North Rockford Dr ,shell,"""k4mb1_house1_shell""",,Sale,"$200,000.00","$4,000,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,733,18933.0,,733 Roxwood House A,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,5030,35571.0,,Chumash Barbareno 5030,shell,"""classichouse2_shell""",,Sale,"$53,750.00","$1,075,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7334,14454.0,,7334 Pond Cafe,mlo,,,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,733,67594.0,,733 Roxwood House D,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
ZV4C747J,Thomas Salty,732,63808.0,,732 Roxwood House A,mlo,,,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/16/2025 8:31:32,0,False,,,❌,❌,20,
,,732,31720.0,,732 Roxwood House B,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,732,82035.0,,732 Roxwood House C,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,732,79193.0,,732 Roxwood House D,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,732,17992.0,,732 Roxwood House E,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,732,20622.0,,732 Roxwood House F,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,738,32730.0,,738 Roxwood House A,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,738,92651.0,,738 Roxwood House B,mlo,,,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
T2590C44,Leon DellaMonte,8185,30625.0,,8185 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 3:22:21,0,False,,,❌,❌,20,
DJKGXL2C,Elijah Brown,802,72850.0,,802 Roxwood,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/16/2025 5:23:47,0,False,,,❌,❌,20,
XD6C6579,John Tarot,8207,52177.0,,8207 Bay City Ave,shell,"""modern_housing3_k4mb1""",,Sale,"$9,450.00","$189,000.00","$179,550.00",9/16/2025 13:46:36,0,False,,,❌,❌,20,
B6J21ACZ,Dexter Kray,3045,57528.0,,3045 Drive In,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/16/2025 3:58:10,0,False,,,❌,❌,20,bar_3044
V4N2I2TB,kaleilani davis,7269,33054.0,,7269 Office,shell,"""k4mb1_furnishedoffice5_shell""",,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/7/2025 19:03:11,0,False,,,❌,❌,20,
IB5EE8C8,Evie Cromwell,1076,96948.0,,1076 Procopio Drive,shell,"""classichouse_shell""",,Sale,"$21,250.00","$425,000.00",PAID OFF,9/16/2025 3:25:58,0,False,,,❌,❌,20,
P0JRNWUP,Drizzazy Blaze,9119,62832.0,,9119 Basement,shell,"""k4mb1_basement3_shell""",,Sale,"$4,250.00","$85,000.00",PAID OFF,9/16/2025 7:45:09,0,False,,,❌,❌,20,
L2GE789M,Moose Ehdian,8221,79705.0,,8221 Bay City Avenue,shell,"""shell_store2""",,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/16/2025 14:10:13,0,False,,,❌,❌,20,
P33Z8U37,Annabeth Kray,3022,36265.0,,The Marina Restaurant,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/16/2025 6:40:33,0,False,,,❌,❌,20,
IQYMWVRS,Norman Norego,8119,86212.0,,8119 Vespucci Blvd,shell,"""classichouse2_shell""",,Sale,"$17,500.00","$350,000.00","$154,612.00",9/16/2025 1:42:47,0,False,,,❌,❌,20,
G4OI81A0,Rico Morales,9169,34377.0,,Rancho Jamestown St 704,mlo,,,Sale,"$21,250.00","$425,000.00","$403,750.00",9/16/2025 0:07:21,0,False,,,❌,❌,20,
O8559RLB,Lil Rican,9167,11187.0,,Rancho Jamestown St 140,mlo,,,Sale,"$21,250.00","$425,000.00","$376,749.00",9/16/2025 3:09:03,0,False,,,❌,❌,20,
L4VR79EE,Alex Schaeffer,2059,88123.0,,2059 Catfish View House 3,shell,"""default_housing1_k4mb1""",,Sale,"$7,750.00","$155,000.00",PAID OFF,9/15/2025 23:01:12,0,False,,,❌,❌,20,
L0443D5F,Quinn Jones,3003,20663.0,,3003 Mechanic,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/16/2025 7:37:53,0,True,50$/mo,$50.00,❌,❌,20,"autopart_3003, bar_3003, mechanic3003"
CO6P2S1F,Angel Cordero,3006,65940.0,,3006 Dealership,mlo,,,Rent,$0.00,"$7,500.00",RENTAL PROPERTY,9/16/2025 4:43:28,0,False,,,❌,❌,20,dealership_3006
,,3022,83262.0,,3022 Boat Dealership,mlo,,,Rent,$0.00,"$25,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,dealership_naval_3022
,,4023,28504.0,,4023 Gas Station,shell,"""shell_store1""",,Rent,$0.00,"$3,750.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,gas_4023
F98PQB1O,John Rolex,Galapagos,99355.0,,Galapagos Main House A,shell,"""medium_housing1_k4mb1""",,Sale,"$13,250.00","$265,000.00","$251,750.00",9/15/2025 8:54:15,0,False,,,❌,❌,20,
KGA93X07,Joesph Goldburg,1043,72734.0,,Paleto Bay Paleto Blvd 161,shell,"""shell_v16low""",,Sale,"$13,000.00","$260,000.00",PAID OFF,9/16/2025 3:17:15,0,False,,,❌,❌,20,
Z8V333PH,Ghost Godwin,9064,36308.0,,9064 Safehouse,shell,"""gunworkshop_k4mb1""",,Sale,"$12,500.00","$250,000.00",PAID OFF,9/16/2025 1:58:10,0,False,,,❌,❌,20,
,,9128,11814.0,,9128 Garage,shell,"""shell_garagem""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9063,59545.0,,9063 2nd Fl Rancho Davis Ave 282,shell,"""furnitured_midapart""",,Sale,$0.00,"$150,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
B0470R0K,Paco Ward,941,62319.0,,941 Boat Dealership,mlo,,,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/16/2025 3:40:34,0,False,,,❌,❌,20,dealership_naval_941
DRHAB7DI,Nazir Sterling,9041,51272.0,,9041 Strayberry Ave,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 1:33:17,0,False,,,❌,❌,20,
P07JSVD6,Marceline Carpenter,910,76268.0,,910 Roxwood Home,shell,"""k4mb1_palhouse1_shell""",,Sale,$0.00,"$340,000.00",PAID OFF,9/16/2025 8:30:20,0,False,,,❌,❌,20,
NK39J0MX,Raul Salazar,10099,13099.0,,10099 Mechanic,mlo,,,Rent,$0.00,"$5,500.00",RENTAL PROPERTY,9/11/2025 3:18:27,0,False,,,❌,❌,20,"autopart_10099, bar_10099, mechanic10099"
OAA043JE,Jim Feely,9042,42625.0,,9042 Strawberry Power St,shell,"""k4mb1_furnishedoffice4_shell""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/8/2025 23:08:58,0,False,,,❌,❌,20,
V3L5H9B9,Nathan Cross,8008,24272.0,,8008 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 3:19:53,0,False,,,❌,❌,20,
,,9254,50194.0,,9245 La Mesa Popular St 969,shell,"""k4mb1_furnishedoffice5_shell""",,Sale,$0.00,"$650,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,801,98290.0,,801 Roxwood House 2,shell,"""default_housing5_k4mb1""",,Sale,"$15,000.00","$300,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
L5C7X8B3,Ethan Tilberg,805,23859.0,,805 Roxwood House,shell,"""vinewood_housing3_k4mb1""",,Sale,"$18,750.00","$375,000.00","$260,954.00",9/16/2025 1:58:30,0,False,,,❌,❌,20,
DJKGXL2C,Elijah Brown,7340,82127.0,,7339 Nikola Place,mlo,,,Sale,"$52,500.00","$1,050,000.00","$723,188.00",9/16/2025 5:23:47,0,False,,,❌,❌,20,
KKHS58RM,Jake Dexter,1021,28843.0,,1021 Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 8:22:19,0,False,,,❌,❌,35,
,,3008,64890.0,,3008 Gas Station,mlo,,,Rent,$0.00,"$35,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
C225322D,Donald Rodgers,10045,76711.0,,10045 Elysian Island Plaice Pl 449,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/16/2025 7:05:00,0,False,,,❌,❌,20,
DRHAB7DI,Nazir Sterling,6047,82700.0,,6047 Vinewood Hills Normandy Dr 506,mlo,,,Rent,$0.00,"$6,500.00",RENTAL PROPERTY,9/16/2025 1:33:17,0,False,,,❌,❌,20,
DP5LLL91,JONNY FUENTES,7034,12102.0,,7034 Mansion,mlo,,,Sale,$0.00,"$1,900,000.00",PAID OFF,9/16/2025 4:02:59,0,False,,,❌,❌,20,
GPB64905,Johnno Murphy,913,86303.0,,913 Pine Bank,mlo,,,Rent,$0.00,"$5,000.00",RENTAL PROPERTY,9/15/2025 23:37:17,0,False,,,❌,❌,20,
L2GE789M,Moose Ehdian,2019,47838.0,,Grapeseed Barn ,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 14:10:13,0,False,,,❌,❌,20,
O834G7K6,Tony Torque,7023,38646.0,,7023 Apartment G,shell,"""default_housing5_k4mb1""",,Sale,"$21,250.00","$425,000.00","$368,422.00",9/16/2025 12:18:49,0,False,,,❌,❌,20,
XLF2V6W8,James Richblood,3031,78107.0,,Grand Senora Desert Marina Dr 413,shell,"""shell_warehouse3""",,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/14/2025 22:36:33,0,False,,,❌,❌,20,
,,3035,42326.0,,Sandy Motel Rm#201,mlo,,,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
A5752LV9,Trenton Murray,2011,17297.0,,2011 Grapeseed Ave B,shell,"""k4mb1_house4_shell""",,Sale,"$8,750.00","$175,000.00","$166,250.00",9/13/2025 2:39:00,0,False,,,❌,❌,20,
BC6445S4,Phil Johnson,6001,41082.0,,6001 North Rockford Dr,shell,"""vinewood_housing2_k4mb1""",,Sale,"$112,500.00","$2,250,000.00","$1,708,665.00",9/16/2025 7:22:53,0,False,,,❌,❌,20,
